Loan ID,Month,Origination Date,Loan Age,Quarter,FICO Score,LTV,Interest Rate,DSCR,Credit Utilization,Credit Score,Original Balance,Current Balance
LOAN_000623,12,6/30/2021,6,2021Q4,755,79.07,3.535,1.79,35.5,776,405849,363498
LOAN_000623,1,6/30/2021,7,2022Q1,755,79.07,3.535,1.66,25.4,776,405849,356440
LOAN_000624,6,5/31/2023,1,2023Q2,682,74.47,4.702,1.14,37.8,685,522180,511372
LOAN_000624,7,5/31/2023,2,2023Q3,682,74.47,4.702,1.08,46.9,685,522180,500564
LOAN_000624,8,5/31/2023,3,2023Q3,682,74.47,4.702,1.07,44.1,685,522180,489756
LOAN_000624,9,5/31/2023,4,2023Q3,682,74.47,4.702,1.13,36.3,685,522180,478949
LOAN_000624,10,5/31/2023,5,2023Q4,682,74.47,4.702,1,39.6,685,522180,468141
LOAN_000624,11,5/31/2023,6,2023Q4,682,74.47,4.702,1.07,32.7,685,522180,457333
LOAN_000624,12,5/31/2023,7,2023Q4,682,74.47,4.702,1.03,27.4,685,522180,446526
LOAN_000624,1,5/31/2023,8,2024Q1,682,74.47,4.702,1,31.9,685,522180,435718
LOAN_000624,2,5/31/2023,9,2024Q1,682,74.47,4.702,1.14,33,685,522180,424910
LOAN_000624,3,5/31/2023,10,2024Q1,682,74.47,4.702,1.06,39.1,685,522180,414102
LOAN_000624,4,5/31/2023,11,2024Q2,682,74.47,4.702,1.16,34.9,685,522180,403295
LOAN_000624,5,5/31/2023,12,2024Q2,682,74.47,4.702,1.05,41.4,685,522180,392487
LOAN_000624,6,5/31/2023,13,2024Q2,682,74.47,4.702,1.04,43.6,685,522180,381679
LOAN_000624,7,5/31/2023,14,2024Q3,682,74.47,4.702,1,37.9,685,522180,370872
LOAN_000625,1,12/9/2020,1,2021Q1,694,84.98,4.696,1.26,37.2,672,377571,371027
LOAN_000625,2,12/9/2020,2,2021Q1,694,84.98,4.696,1.21,42.5,672,377571,364484
LOAN_000625,3,12/9/2020,3,2021Q1,694,84.98,4.696,1.15,44.9,672,377571,357941
LOAN_000625,4,12/9/2020,4,2021Q2,694,84.98,4.696,1.09,36.6,672,377571,351397
LOAN_000625,5,12/9/2020,5,2021Q2,694,84.98,4.696,1.24,31,672,377571,344854
LOAN_000625,6,12/9/2020,6,2021Q2,694,84.98,4.696,1.38,37,672,377571,338311
LOAN_000625,7,12/9/2020,7,2021Q3,694,84.98,4.696,1.3,32.2,672,377571,331767
LOAN_000625,8,12/9/2020,8,2021Q3,694,84.98,4.696,1.36,29,672,377571,325224
LOAN_000625,9,12/9/2020,9,2021Q3,694,84.98,4.696,1.36,42.2,672,377571,318681
LOAN_000625,10,12/9/2020,10,2021Q4,694,84.98,4.696,1.25,40.8,672,377571,312137
LOAN_000625,11,12/9/2020,11,2021Q4,694,84.98,4.696,1.25,37,672,377571,305594
LOAN_000625,12,12/9/2020,12,2021Q4,694,84.98,4.696,1.18,35.4,672,377571,299051
LOAN_000625,1,12/9/2020,13,2022Q1,694,84.98,4.696,1.3,37.1,672,377571,292507
LOAN_000625,2,12/9/2020,14,2022Q1,694,84.98,4.696,1.3,40.6,672,377571,285964
LOAN_000625,3,12/9/2020,15,2022Q1,694,84.98,4.696,1.18,40.1,672,377571,279421
LOAN_000625,4,12/9/2020,16,2022Q2,694,84.98,4.696,1.23,42.8,672,377571,272877
LOAN_000626,5,4/1/2019,1,2019Q2,627,83.72,4.669,1.97,32.6,628,443482,436243
LOAN_000626,6,4/1/2019,2,2019Q2,627,83.72,4.669,1.96,44.3,628,443482,429004
LOAN_000626,7,4/1/2019,3,2019Q3,627,83.72,4.669,1.89,44.9,628,443482,421765
LOAN_000626,8,4/1/2019,4,2019Q3,627,83.72,4.669,2.19,37.6,628,443482,414526
LOAN_000626,9,4/1/2019,5,2019Q3,627,83.72,4.669,1.92,40.8,628,443482,407287
LOAN_000627,3,2/29/2020,1,2020Q1,737,77.91,3.564,2.19,36.5,723,448558,440331
LOAN_000627,4,2/29/2020,2,2020Q2,737,77.91,3.564,2.02,26.2,723,448558,432105
LOAN_000627,5,2/29/2020,3,2020Q2,737,77.91,3.564,1.88,26.5,723,448558,423878
LOAN_000627,6,2/29/2020,4,2020Q2,737,77.91,3.564,1.93,29.9,723,448558,415652
LOAN_000627,7,2/29/2020,5,2020Q3,737,77.91,3.564,2.23,27.9,723,448558,407425
LOAN_000627,8,2/29/2020,6,2020Q3,737,77.91,3.564,2.12,33.5,723,448558,399199
LOAN_000627,9,2/29/2020,7,2020Q3,737,77.91,3.564,2.02,35.5,723,448558,390972
LOAN_000627,10,2/29/2020,8,2020Q4,737,77.91,3.564,2.05,29.2,723,448558,382746
LOAN_000627,11,2/29/2020,9,2020Q4,737,77.91,3.564,1.97,32.2,723,448558,374519
LOAN_000627,12,2/29/2020,10,2020Q4,737,77.91,3.564,1.96,32,723,448558,366293
LOAN_000627,1,2/29/2020,11,2021Q1,737,77.91,3.564,1.99,30.5,723,448558,358066
LOAN_000627,2,2/29/2020,12,2021Q1,737,77.91,3.564,1.79,25,723,448558,349840
LOAN_000627,3,2/29/2020,13,2021Q1,737,77.91,3.564,2.21,26.7,723,448558,341613
LOAN_000627,4,2/29/2020,14,2021Q2,737,77.91,3.564,2.1,29.8,723,448558,333387
LOAN_000627,5,2/29/2020,15,2021Q2,737,77.91,3.564,1.93,20.7,723,448558,325160
LOAN_000627,6,2/29/2020,16,2021Q2,737,77.91,3.564,2.01,24.6,723,448558,316934
LOAN_000627,7,2/29/2020,17,2021Q3,737,77.91,3.564,2.07,43.5,723,448558,308707
LOAN_000627,8,2/29/2020,18,2021Q3,737,77.91,3.564,2,39.8,723,448558,300481
LOAN_000628,1,12/11/2021,1,2022Q1,765,75.07,3.5,1.95,32.4,766,434852,427722
LOAN_000628,2,12/11/2021,2,2022Q1,765,75.07,3.5,1.9,30.2,766,434852,420592
LOAN_000628,3,12/11/2021,3,2022Q1,765,75.07,3.5,1.76,32.9,766,434852,413462
LOAN_000628,4,12/11/2021,4,2022Q2,765,75.07,3.5,1.95,27.6,766,434852,406333
LOAN_000628,5,12/11/2021,5,2022Q2,765,75.07,3.5,1.89,32.2,766,434852,399203
LOAN_000628,6,12/11/2021,6,2022Q2,765,75.07,3.5,1.76,29.4,766,434852,392073
LOAN_000628,7,12/11/2021,7,2022Q3,765,75.07,3.5,1.94,27.2,766,434852,384944
LOAN_000628,8,12/11/2021,8,2022Q3,765,75.07,3.5,1.92,28.5,766,434852,377814
LOAN_000628,9,12/11/2021,9,2022Q3,765,75.07,3.5,1.89,35.6,766,434852,370684
LOAN_000628,10,12/11/2021,10,2022Q4,765,75.07,3.5,1.97,32.6,766,434852,363555
LOAN_000628,11,12/11/2021,11,2022Q4,765,75.07,3.5,1.76,24.3,766,434852,356425
LOAN_000628,12,12/11/2021,12,2022Q4,765,75.07,3.5,1.65,22.3,766,434852,349295
LOAN_000628,1,12/11/2021,13,2023Q1,765,75.07,3.5,1.83,28.3,766,434852,342166
LOAN_000628,2,12/11/2021,14,2023Q1,765,75.07,3.5,1.73,31.1,766,434852,335036
LOAN_000628,3,12/11/2021,15,2023Q1,765,75.07,3.5,1.88,26.5,766,434852,327906
LOAN_000628,4,12/11/2021,16,2023Q2,765,75.07,3.5,1.8,21.2,766,434852,320776
LOAN_000628,5,12/11/2021,17,2023Q2,765,75.07,3.5,1.77,35.1,766,434852,313647
LOAN_000628,6,12/11/2021,18,2023Q2,765,75.07,3.5,1.92,26.4,766,434852,306517
LOAN_000628,7,12/11/2021,19,2023Q3,765,75.07,3.5,1.72,21.5,766,434852,299387
LOAN_000629,11,10/7/2021,1,2021Q4,679,82.31,4.358,0.93,39.4,665,50000,49222
LOAN_000629,12,10/7/2021,2,2021Q4,679,82.31,4.358,0.99,37.2,665,50000,48444
LOAN_000629,1,10/7/2021,3,2022Q1,679,82.31,4.358,0.95,36.8,665,50000,47667
LOAN_000629,2,10/7/2021,4,2022Q1,679,82.31,4.358,0.99,42.7,665,50000,46889
LOAN_000629,3,10/7/2021,5,2022Q1,679,82.31,4.358,1.12,35.5,665,50000,46111
LOAN_000629,4,10/7/2021,6,2022Q2,679,82.31,4.358,1.04,41.3,665,50000,45334
LOAN_000630,11,10/27/2020,1,2020Q4,694,77.11,4.172,1.75,27.9,686,699549,687679
LOAN_000630,12,10/27/2020,2,2020Q4,694,77.11,4.172,1.49,30.6,686,699549,675810
LOAN_000630,1,10/27/2020,3,2021Q1,694,77.11,4.172,1.74,35,686,699549,663941
LOAN_000630,2,10/27/2020,4,2021Q1,694,77.11,4.172,1.72,33.8,686,699549,652071
LOAN_000630,3,10/27/2020,5,2021Q1,694,77.11,4.172,1.62,34.8,686,699549,640202
LOAN_000630,4,10/27/2020,6,2021Q2,694,77.11,4.172,1.76,45.4,686,699549,628333
LOAN_000630,5,10/27/2020,7,2021Q2,694,77.11,4.172,1.64,33.5,686,699549,616464
LOAN_000630,6,10/27/2020,8,2021Q2,694,77.11,4.172,1.69,33.7,686,699549,604594
LOAN_000630,7,10/27/2020,9,2021Q3,694,77.11,4.172,1.84,35.8,686,699549,592725
LOAN_000630,8,10/27/2020,10,2021Q3,694,77.11,4.172,1.74,31.6,686,699549,580856
LOAN_000630,9,10/27/2020,11,2021Q3,694,77.11,4.172,1.66,39.6,686,699549,568987
LOAN_000630,10,10/27/2020,12,2021Q4,694,77.11,4.172,1.57,32.3,686,699549,557117
LOAN_000630,11,10/27/2020,13,2021Q4,694,77.11,4.172,1.77,44.1,686,699549,545248
LOAN_000630,12,10/27/2020,14,2021Q4,694,77.11,4.172,1.66,32.8,686,699549,533379
LOAN_000630,1,10/27/2020,15,2022Q1,694,77.11,4.172,1.74,30.5,686,699549,521510
LOAN_000630,2,10/27/2020,16,2022Q1,694,77.11,4.172,1.63,33.9,686,699549,509640
LOAN_000630,3,10/27/2020,17,2022Q1,694,77.11,4.172,1.8,31.8,686,699549,497771
LOAN_000631,5,4/3/2019,1,2019Q2,694,84.64,4.818,2.13,35.6,698,387679,379082
LOAN_000631,6,4/3/2019,2,2019Q2,694,84.64,4.818,2.18,36.7,698,387679,370485
LOAN_000631,7,4/3/2019,3,2019Q3,694,84.64,4.818,2.18,32.2,698,387679,361889
LOAN_000631,8,4/3/2019,4,2019Q3,694,84.64,4.818,2.14,37.7,698,387679,353292
LOAN_000631,9,4/3/2019,5,2019Q3,694,84.64,4.818,2.06,26.1,698,387679,344696
LOAN_000631,10,4/3/2019,6,2019Q4,694,84.64,4.818,2.12,36.6,698,387679,336099
LOAN_000631,11,4/3/2019,7,2019Q4,694,84.64,4.818,2.21,39.4,698,387679,327503
LOAN_000631,12,4/3/2019,8,2019Q4,694,84.64,4.818,2.21,37.4,698,387679,318906
LOAN_000631,1,4/3/2019,9,2020Q1,694,84.64,4.818,2.08,38.2,698,387679,310309
LOAN_000631,2,4/3/2019,10,2020Q1,694,84.64,4.818,2.02,35.6,698,387679,301713
LOAN_000631,3,4/3/2019,11,2020Q1,694,84.64,4.818,2.01,43.1,698,387679,293116
LOAN_000632,4,3/11/2019,1,2019Q2,625,79.67,5.565,1.35,48.1,619,390753,382825
LOAN_000632,5,3/11/2019,2,2019Q2,625,79.67,5.565,1.36,29.4,619,390753,374897
LOAN_000632,6,3/11/2019,3,2019Q2,625,79.67,5.565,1.43,39.9,619,390753,366970
LOAN_000633,4,3/1/2021,1,2021Q2,671,79.68,4.562,1.73,35.9,668,460761,451979
LOAN_000633,5,3/1/2021,2,2021Q2,671,79.68,4.562,1.79,44.7,668,460761,443197
LOAN_000633,6,3/1/2021,3,2021Q2,671,79.68,4.562,1.8,44.8,668,460761,434415
LOAN_000633,7,3/1/2021,4,2021Q3,671,79.68,4.562,1.91,34.1,668,460761,425634
LOAN_000633,8,3/1/2021,5,2021Q3,671,79.68,4.562,1.88,39,668,460761,416852
LOAN_000633,9,3/1/2021,6,2021Q3,671,79.68,4.562,1.89,32.6,668,460761,408070
LOAN_000633,10,3/1/2021,7,2021Q4,671,79.68,4.562,1.81,43.3,668,460761,399289
LOAN_000633,11,3/1/2021,8,2021Q4,671,79.68,4.562,1.78,33.9,668,460761,390507
LOAN_000633,12,3/1/2021,9,2021Q4,671,79.68,4.562,1.81,41,668,460761,381725
LOAN_000633,1,3/1/2021,10,2022Q1,671,79.68,4.562,1.88,41,668,460761,372943
LOAN_000633,2,3/1/2021,11,2022Q1,671,79.68,4.562,1.67,34.7,668,460761,364162
LOAN_000633,3,3/1/2021,12,2022Q1,671,79.68,4.562,1.75,37.8,668,460761,355380
LOAN_000633,4,3/1/2021,13,2022Q2,671,79.68,4.562,1.68,41.9,668,460761,346598
LOAN_000633,5,3/1/2021,14,2022Q2,671,79.68,4.562,1.92,43.1,668,460761,337817
LOAN_000633,6,3/1/2021,15,2022Q2,671,79.68,4.562,1.79,38,668,460761,329035
LOAN_000633,7,3/1/2021,16,2022Q3,671,79.68,4.562,1.73,34.1,668,460761,320253
LOAN_000633,8,3/1/2021,17,2022Q3,671,79.68,4.562,1.93,35.9,668,460761,311471
LOAN_000634,7,6/30/2021,1,2021Q3,707,75.34,4.139,1.4,40.6,693,222097,218346
LOAN_000634,8,6/30/2021,2,2021Q3,707,75.34,4.139,1.41,26,693,222097,214596
LOAN_000634,9,6/30/2021,3,2021Q3,707,75.34,4.139,1.48,25.5,693,222097,210846
LOAN_000634,10,6/30/2021,4,2021Q4,707,75.34,4.139,1.42,38.9,693,222097,207096
LOAN_000634,11,6/30/2021,5,2021Q4,707,75.34,4.139,1.39,31,693,222097,203346
LOAN_000634,12,6/30/2021,6,2021Q4,707,75.34,4.139,1.27,31.8,693,222097,199596
LOAN_000634,1,6/30/2021,7,2022Q1,707,75.34,4.139,1.44,32.7,693,222097,195846
LOAN_000634,2,6/30/2021,8,2022Q1,707,75.34,4.139,1.52,34.6,693,222097,192096
LOAN_000635,10,9/6/2019,1,2019Q4,741,85.43,4.104,1.96,29.2,757,506930,497410
LOAN_000635,11,9/6/2019,2,2019Q4,741,85.43,4.104,1.75,36,757,506930,487890
LOAN_000635,12,9/6/2019,3,2019Q4,741,85.43,4.104,2.01,31.2,757,506930,478370
LOAN_000635,1,9/6/2019,4,2020Q1,741,85.43,4.104,1.76,38.5,757,506930,468850
LOAN_000635,2,9/6/2019,5,2020Q1,741,85.43,4.104,2.02,29.2,757,506930,459330
LOAN_000635,3,9/6/2019,6,2020Q1,741,85.43,4.104,1.82,30,757,506930,449811
LOAN_000635,4,9/6/2019,7,2020Q2,741,85.43,4.104,1.82,23.2,757,506930,440291
LOAN_000635,5,9/6/2019,8,2020Q2,741,85.43,4.104,1.92,22.5,757,506930,430771
LOAN_000635,6,9/6/2019,9,2020Q2,741,85.43,4.104,1.79,35.4,757,506930,421251
LOAN_000635,7,9/6/2019,10,2020Q3,741,85.43,4.104,2,32.2,757,506930,411731
LOAN_000635,8,9/6/2019,11,2020Q3,741,85.43,4.104,1.75,30.9,757,506930,402212
LOAN_000635,9,9/6/2019,12,2020Q3,741,85.43,4.104,1.91,32.9,757,506930,392692
LOAN_000635,10,9/6/2019,13,2020Q4,741,85.43,4.104,1.86,30.2,757,506930,383172
LOAN_000635,11,9/6/2019,14,2020Q4,741,85.43,4.104,1.96,31.4,757,506930,373652
LOAN_000635,12,9/6/2019,15,2020Q4,741,85.43,4.104,1.92,42.9,757,506930,364132
LOAN_000635,1,9/6/2019,16,2021Q1,741,85.43,4.104,1.95,38.5,757,506930,354613
LOAN_000635,2,9/6/2019,17,2021Q1,741,85.43,4.104,1.93,30.5,757,506930,345093
LOAN_000635,3,9/6/2019,18,2021Q1,741,85.43,4.104,1.94,24.8,757,506930,335573
LOAN_000635,4,9/6/2019,19,2021Q2,741,85.43,4.104,1.83,21,757,506930,326053
LOAN_000635,5,9/6/2019,20,2021Q2,741,85.43,4.104,2.03,31.5,757,506930,316533
LOAN_000635,6,9/6/2019,21,2021Q2,741,85.43,4.104,1.89,38.1,757,506930,307013
LOAN_000635,7,9/6/2019,22,2021Q3,741,85.43,4.104,2.01,31.7,757,506930,297494
LOAN_000635,8,9/6/2019,23,2021Q3,741,85.43,4.104,1.95,24.3,757,506930,287974
LOAN_000635,9,9/6/2019,24,2021Q3,741,85.43,4.104,1.89,26.8,757,506930,278454
LOAN_000636,2,1/13/2022,1,2022Q1,691,87.6,4.628,1.85,36.2,694,546868,536935
LOAN_000636,3,1/13/2022,2,2022Q1,691,87.6,4.628,1.81,32.3,694,546868,527002
LOAN_000636,4,1/13/2022,3,2022Q2,691,87.6,4.628,1.74,38.8,694,546868,517069
LOAN_000636,5,1/13/2022,4,2022Q2,691,87.6,4.628,1.72,37.4,694,546868,507136
LOAN_000636,6,1/13/2022,5,2022Q2,691,87.6,4.628,1.94,39.1,694,546868,497203
LOAN_000636,7,1/13/2022,6,2022Q3,691,87.6,4.628,1.87,35.5,694,546868,487271
LOAN_000636,8,1/13/2022,7,2022Q3,691,87.6,4.628,1.75,41.1,694,546868,477338
LOAN_000636,9,1/13/2022,8,2022Q3,691,87.6,4.628,1.91,38.1,694,546868,467405
LOAN_000636,10,1/13/2022,9,2022Q4,691,87.6,4.628,1.77,44.1,694,546868,457472
LOAN_000636,11,1/13/2022,10,2022Q4,691,87.6,4.628,1.85,30.3,694,546868,447539
LOAN_000636,12,1/13/2022,11,2022Q4,691,87.6,4.628,1.8,37.1,694,546868,437607
LOAN_000636,1,1/13/2022,12,2023Q1,691,87.6,4.628,1.88,33.4,694,546868,427674
LOAN_000636,2,1/13/2022,13,2023Q1,691,87.6,4.628,1.73,33,694,546868,417741
LOAN_000636,3,1/13/2022,14,2023Q1,691,87.6,4.628,1.89,35.3,694,546868,407808
LOAN_000636,4,1/13/2022,15,2023Q2,691,87.6,4.628,1.69,29.2,694,546868,397875
LOAN_000636,5,1/13/2022,16,2023Q2,691,87.6,4.628,1.99,31.9,694,546868,387942
LOAN_000636,6,1/13/2022,17,2023Q2,691,87.6,4.628,1.69,37.4,694,546868,378010
LOAN_000636,7,1/13/2022,18,2023Q3,691,87.6,4.628,1.87,35.3,694,546868,368077
LOAN_000636,8,1/13/2022,19,2023Q3,691,87.6,4.628,1.64,45.9,694,546868,358144
LOAN_000636,9,1/13/2022,20,2023Q3,691,87.6,4.628,1.76,30.6,694,546868,348211
LOAN_000637,12,11/24/2022,1,2022Q4,697,69.45,4.453,1.67,29.6,729,243383,237970
LOAN_000637,1,11/24/2022,2,2023Q1,697,69.45,4.453,1.76,39,729,243383,232557
LOAN_000637,2,11/24/2022,3,2023Q1,697,69.45,4.453,1.58,27.7,729,243383,227144
LOAN_000637,3,11/24/2022,4,2023Q1,697,69.45,4.453,1.54,37,729,243383,221731
LOAN_000637,4,11/24/2022,5,2023Q2,697,69.45,4.453,1.58,40.4,729,243383,216318
LOAN_000637,5,11/24/2022,6,2023Q2,697,69.45,4.453,1.86,40,729,243383,210905
LOAN_000637,6,11/24/2022,7,2023Q2,697,69.45,4.453,1.35,37.8,729,243383,205492
LOAN_000637,7,11/24/2022,8,2023Q3,697,69.45,4.453,1.68,41,729,243383,200079
LOAN_000637,8,11/24/2022,9,2023Q3,697,69.45,4.453,1.65,35.1,729,243383,194666
LOAN_000637,9,11/24/2022,10,2023Q3,697,69.45,4.453,1.74,43.8,729,243383,189253
LOAN_000637,10,11/24/2022,11,2023Q4,697,69.45,4.453,1.85,33.3,729,243383,183840
LOAN_000637,11,11/24/2022,12,2023Q4,697,69.45,4.453,1.61,39.7,729,243383,178427
LOAN_000637,12,11/24/2022,13,2023Q4,697,69.45,4.453,1.74,37,729,243383,173015
LOAN_000637,1,11/24/2022,14,2024Q1,697,69.45,4.453,1.8,28,729,243383,167602
LOAN_000637,2,11/24/2022,15,2024Q1,697,69.45,4.453,1.94,35.2,729,243383,162189
LOAN_000637,3,11/24/2022,16,2024Q1,697,69.45,4.453,1.74,42.4,729,243383,156776
LOAN_000637,4,11/24/2022,17,2024Q2,697,69.45,4.453,1.52,34.9,729,243383,151363
LOAN_000637,5,11/24/2022,18,2024Q2,697,69.45,4.453,1.71,39.6,729,243383,145950
LOAN_000638,11,10/3/2021,1,2021Q4,691,87.1,3.839,1.87,28.2,680,181118,176698
LOAN_000638,12,10/3/2021,2,2021Q4,691,87.1,3.839,1.85,27.7,680,181118,172279
LOAN_000638,1,10/3/2021,3,2022Q1,691,87.1,3.839,2.07,34.8,680,181118,167860
LOAN_000638,2,10/3/2021,4,2022Q1,691,87.1,3.839,1.77,36.1,680,181118,163441
LOAN_000638,3,10/3/2021,5,2022Q1,691,87.1,3.839,1.78,36.5,680,181118,159022
LOAN_000638,4,10/3/2021,6,2022Q2,691,87.1,3.839,1.89,28.9,680,181118,154603
LOAN_000638,5,10/3/2021,7,2022Q2,691,87.1,3.839,1.94,36,680,181118,150184
LOAN_000638,6,10/3/2021,8,2022Q2,691,87.1,3.839,2.03,43.2,680,181118,145764
LOAN_000638,7,10/3/2021,9,2022Q3,691,87.1,3.839,1.91,37.1,680,181118,141345
LOAN_000638,8,10/3/2021,10,2022Q3,691,87.1,3.839,1.61,37.4,680,181118,136926
LOAN_000638,9,10/3/2021,11,2022Q3,691,87.1,3.839,1.9,42.1,680,181118,132507
LOAN_000638,10,10/3/2021,12,2022Q4,691,87.1,3.839,1.79,38.7,680,181118,128088
LOAN_000638,11,10/3/2021,13,2022Q4,691,87.1,3.839,1.84,32.7,680,181118,123669
LOAN_000638,12,10/3/2021,14,2022Q4,691,87.1,3.839,1.65,38.7,680,181118,119250
LOAN_000638,1,10/3/2021,15,2023Q1,691,87.1,3.839,2.01,37,680,181118,114830
LOAN_000638,2,10/3/2021,16,2023Q1,691,87.1,3.839,1.65,35.3,680,181118,110411
LOAN_000638,3,10/3/2021,17,2023Q1,691,87.1,3.839,1.88,35,680,181118,105992
LOAN_000638,4,10/3/2021,18,2023Q2,691,87.1,3.839,1.86,37.8,680,181118,101573
LOAN_000638,5,10/3/2021,19,2023Q2,691,87.1,3.839,1.86,45.6,680,181118,97154
LOAN_000638,6,10/3/2021,20,2023Q2,691,87.1,3.839,1.79,36.9,680,181118,92735
LOAN_000639,3,2/15/2024,1,2024Q1,748,88.67,3.605,2.45,28.3,745,403493,395142
LOAN_000639,4,2/15/2024,2,2024Q2,748,88.67,3.605,2.46,21.5,745,403493,386791
LOAN_000639,5,2/15/2024,3,2024Q2,748,88.67,3.605,2.58,28.1,745,403493,378441
LOAN_000639,6,2/15/2024,4,2024Q2,748,88.67,3.605,2.6,18.8,745,403493,370090
LOAN_000639,7,2/15/2024,5,2024Q3,748,88.67,3.605,2.5,27.7,745,403493,361740
LOAN_000639,8,2/15/2024,6,2024Q3,748,88.67,3.605,2.67,35.1,745,403493,353389
LOAN_000639,9,2/15/2024,7,2024Q3,748,88.67,3.605,2.47,27,745,403493,345039
LOAN_000639,10,2/15/2024,8,2024Q4,748,88.67,3.605,2.47,28.5,745,403493,336688
LOAN_000639,11,2/15/2024,9,2024Q4,748,88.67,3.605,2.53,23.1,745,403493,328338
LOAN_000639,12,2/15/2024,10,2024Q4,748,88.67,3.605,2.54,27,745,403493,319987
LOAN_000639,1,2/15/2024,11,2025Q1,748,88.67,3.605,2.52,38.8,745,403493,311637
LOAN_000639,2,2/15/2024,12,2025Q1,748,88.67,3.605,2.51,26.5,745,403493,303286
LOAN_000639,3,2/15/2024,13,2025Q1,748,88.67,3.605,2.52,30.9,745,403493,294936
LOAN_000639,4,2/15/2024,14,2025Q2,748,88.67,3.605,2.37,27.4,745,403493,286585
LOAN_000639,5,2/15/2024,15,2025Q2,748,88.67,3.605,2.44,33.4,745,403493,278235
LOAN_000639,6,2/15/2024,16,2025Q2,748,88.67,3.605,2.5,37.6,745,403493,269884
LOAN_000639,7,2/15/2024,17,2025Q3,748,88.67,3.605,2.49,27.7,745,403493,261534
LOAN_000639,8,2/15/2024,18,2025Q3,748,88.67,3.605,2.45,31,745,403493,253183
LOAN_000639,9,2/15/2024,19,2025Q3,748,88.67,3.605,2.59,26.9,745,403493,244833
LOAN_000639,10,2/15/2024,20,2025Q4,748,88.67,3.605,2.59,25.2,745,403493,236482
LOAN_000639,11,2/15/2024,21,2025Q4,748,88.67,3.605,2.6,34.4,745,403493,228132
LOAN_000640,1,12/11/2019,1,2020Q1,719,85.69,3.814,1.33,31.2,712,695214,681245
LOAN_000640,2,12/11/2019,2,2020Q1,719,85.69,3.814,1.24,36.6,712,695214,667277
LOAN_000640,3,12/11/2019,3,2020Q1,719,85.69,3.814,1.46,29.1,712,695214,653309
LOAN_000640,4,12/11/2019,4,2020Q2,719,85.69,3.814,1.38,28.5,712,695214,639341
LOAN_000640,5,12/11/2019,5,2020Q2,719,85.69,3.814,1.22,39.3,712,695214,625373
LOAN_000640,6,12/11/2019,6,2020Q2,719,85.69,3.814,1.32,27.6,712,695214,611404
LOAN_000640,7,12/11/2019,7,2020Q3,719,85.69,3.814,1.28,33.5,712,695214,597436
LOAN_000640,8,12/11/2019,8,2020Q3,719,85.69,3.814,1.4,43,712,695214,583468
LOAN_000640,9,12/11/2019,9,2020Q3,719,85.69,3.814,1.21,29.1,712,695214,569500
LOAN_000640,10,12/11/2019,10,2020Q4,719,85.69,3.814,1.39,32.8,712,695214,555532
LOAN_000640,11,12/11/2019,11,2020Q4,719,85.69,3.814,1.35,42.4,712,695214,541563
LOAN_000640,12,12/11/2019,12,2020Q4,719,85.69,3.814,1.25,31.9,712,695214,527595
LOAN_000640,1,12/11/2019,13,2021Q1,719,85.69,3.814,1.44,35,712,695214,513627
LOAN_000640,2,12/11/2019,14,2021Q1,719,85.69,3.814,1.35,24.2,712,695214,499659
LOAN_000640,3,12/11/2019,15,2021Q1,719,85.69,3.814,1.21,28,712,695214,485691
LOAN_000640,4,12/11/2019,16,2021Q2,719,85.69,3.814,1.43,41.6,712,695214,471722
LOAN_000640,5,12/11/2019,17,2021Q2,719,85.69,3.814,1.33,30.1,712,695214,457754
LOAN_000641,5,4/25/2021,1,2021Q2,697,71.25,4.562,1.36,32.6,703,223484,218623
LOAN_000641,6,4/25/2021,2,2021Q2,697,71.25,4.562,1.2,25.6,703,223484,213762
LOAN_000641,7,4/25/2021,3,2021Q3,697,71.25,4.562,1.32,34.6,703,223484,208901
LOAN_000641,8,4/25/2021,4,2021Q3,697,71.25,4.562,1.31,39.7,703,223484,204040
LOAN_000641,9,4/25/2021,5,2021Q3,697,71.25,4.562,1.33,35.6,703,223484,199179
LOAN_000642,1,12/5/2019,1,2020Q1,699,90.41,4.37,1.47,34.5,732,178543,175130
LOAN_000642,2,12/5/2019,2,2020Q1,699,90.41,4.37,1.66,31.9,732,178543,171717
LOAN_000642,3,12/5/2019,3,2020Q1,699,90.41,4.37,1.45,40.3,732,178543,168304
LOAN_000642,4,12/5/2019,4,2020Q2,699,90.41,4.37,1.61,29.7,732,178543,164891
LOAN_000642,5,12/5/2019,5,2020Q2,699,90.41,4.37,1.71,46.9,732,178543,161478
LOAN_000642,6,12/5/2019,6,2020Q2,699,90.41,4.37,1.34,33.9,732,178543,158066
LOAN_000642,7,12/5/2019,7,2020Q3,699,90.41,4.37,1.62,35.6,732,178543,154653
LOAN_000642,8,12/5/2019,8,2020Q3,699,90.41,4.37,1.5,33.2,732,178543,151240
LOAN_000642,9,12/5/2019,9,2020Q3,699,90.41,4.37,1.49,35.9,732,178543,147827
LOAN_000642,10,12/5/2019,10,2020Q4,699,90.41,4.37,1.74,44.5,732,178543,144414
LOAN_000642,11,12/5/2019,11,2020Q4,699,90.41,4.37,1.6,38.4,732,178543,141001
LOAN_000642,12,12/5/2019,12,2020Q4,699,90.41,4.37,1.58,31.8,732,178543,137589
LOAN_000642,1,12/5/2019,13,2021Q1,699,90.41,4.37,1.67,43.3,732,178543,134176
